EthernetType,SrcMacAddr,DstMacAddr,IP version,IP header,Length	TypeOfService,	IP Total Length	,Identification	,TimeToLive,protocol	,IPchecksum	,Src IP Addr,	Dst IP Addr
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1252Bytes,46221,64,6,0x490A,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46222,64,6,0x4811,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,776Bytes,46223,64,6,0x4AE4,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,452Bytes,46224,64,6,0x4C27,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,580Bytes,46225,64,6,0x4BA6,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,228Bytes,46229,64,6,0x4D02,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,124Bytes,46230,64,6,0x4D69,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,172Bytes,46231,64,6,0x4D38,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28507,128,6,0x5308,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28508,128,6,0x5307,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28509,128,6,0x5306,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,324Bytes,46235,64,6,0x4C9C,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,588Bytes,46239,64,6,0x4B90,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,108Bytes,46245,64,6,0x4D6A,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,300Bytes,46246,64,6,0x4CA9,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,124Bytes,46247,64,6,0x4D58,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,284Bytes,46251,64,6,0x4CB4,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,124Bytes,46252,64,6,0x4D53,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,156Bytes,46253,64,6,0x4D32,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,700Bytes,46254,64,6,0x4B11,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,252Bytes,46262,64,6,0x4CC9,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,252Bytes,46267,64,6,0x4CC4,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,252Bytes,46269,64,6,0x4CC2,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28515,128,6,0x5300,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28516,128,6,0x52FF,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,252Bytes,46278,64,6,0x4CB9,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,252Bytes,46281,64,6,0x4CB6,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,124Bytes,46282,64,6,0x4D35,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,260Bytes,46283,64,6,0x4CAC,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,372Bytes,46286,64,6,0x4C39,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28521,128,6,0x52FA,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46288,64,6,0x47CF,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46289,64,6,0x47CE,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28522,128,6,0x52F9,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28523,128,6,0x52F8,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46290,64,6,0x47CD,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46291,64,6,0x47CC,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28524,128,6,0x52F7,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46294,64,6,0x47C9,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46295,64,6,0x47C8,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28525,128,6,0x52F6,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46296,64,6,0x47C7,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46297,64,6,0x47C6,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28526,128,6,0x52F5,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28527,128,6,0x52F4,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46298,64,6,0x47C5,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28528,128,6,0x52F3,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28529,128,6,0x52F2,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46302,64,6,0x47C1,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,364Bytes,46305,64,6,0x4C2E,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,240Bytes,46306,64,6,0x4CA9,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,420Bytes,46310,64,6,0x4BF1,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,432Bytes,46311,64,6,0x4BE4,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28537,128,6,0x52EA,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,628Bytes,46314,64,6,0x4B1D,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,452Bytes,46316,64,6,0x4BCB,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,620Bytes,46318,64,6,0x4B21,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,332Bytes,46321,64,6,0x4C3E,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,292Bytes,46323,64,6,0x4C64,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,364Bytes,46327,64,6,0x4C18,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,348Bytes,46330,64,6,0x4C25,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28543,128,6,0x52E4,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46332,64,6,0x47A3,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28544,128,6,0x52E3,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46334,64,6,0x47A1,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46335,64,6,0x47A0,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,376Bytes,46338,64,6,0x4C01,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,336Bytes,46339,64,6,0x4C28,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28547,128,6,0x52E0,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46340,64,6,0x479B,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28548,128,6,0x52DF,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,300Bytes,46344,64,6,0x4C47,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,156Bytes,46345,64,6,0x4CD6,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,484Bytes,46346,64,6,0x4B8D,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,764Bytes,46348,64,6,0x4A73,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,360Bytes,46349,64,6,0x4C06,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28552,128,6,0x52DB,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46350,64,6,0x4791,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46351,64,6,0x4790,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28553,128,6,0x52DA,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46352,64,6,0x478F,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46353,64,6,0x478E,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28554,128,6,0x52D9,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28555,128,6,0x52D8,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28556,128,6,0x52D7,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28557,128,6,0x52D6,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28558,128,6,0x52D5,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46354,64,6,0x478D,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46355,64,6,0x478C,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46356,64,6,0x478B,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46357,64,6,0x478A,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46358,64,6,0x4789,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46359,64,6,0x4788,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46360,64,6,0x4787,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46364,64,6,0x4783,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28559,128,6,0x52D4,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46365,64,6,0x4782,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28560,128,6,0x52D3,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46368,64,6,0x477F,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,988Bytes,46373,64,6,0x497A,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,572Bytes,46376,64,6,0x4B17,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,328Bytes,46377,64,6,0x4C0A,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,796Bytes,46378,64,6,0x4A35,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,404Bytes,46380,64,6,0x4BBB,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,412Bytes,46382,64,6,0x4BB1,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,660Bytes,46384,64,6,0x4AB7,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28570,128,6,0x52C9,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46386,64,6,0x476D,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46387,64,6,0x476C,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28571,128,6,0x52C8,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28572,128,6,0x52C7,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28573,128,6,0x52C6,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46388,64,6,0x476B,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46389,64,6,0x476A,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46390,64,6,0x4769,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46392,64,6,0x4767,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28574,128,6,0x52C5,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46394,64,6,0x4765,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46396,64,6,0x4763,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,244Bytes,46402,64,6,0x4C45,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,124Bytes,46403,64,6,0x4CBC,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,156Bytes,46404,64,6,0x4C9B,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,540Bytes,46408,64,6,0x4B17,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,252Bytes,46413,64,6,0x4C32,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,124Bytes,46414,64,6,0x4CB1,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,348Bytes,46415,64,6,0x4BD0,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28585,128,6,0x52BA,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46416,64,6,0x474F,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46417,64,6,0x474E,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46418,64,6,0x474D,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28586,128,6,0x52B9,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46419,64,6,0x474C,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46420,64,6,0x474B,192.168.219.182,192.168.219.100
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28587,128,6,0x52B8,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28588,128,6,0x52B7,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28589,128,6,0x52B6,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28590,128,6,0x52B5,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28591,128,6,0x52B4,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28592,128,6,0x52B3,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28593,128,6,0x52B2,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28594,128,6,0x52B1,192.168.219.100,192.168.219.182
0x0800,[b0:7d:64:f8:a4:3a],[dc:a6:32:c3:2e:c1],IPv4,5DWORDS(20Bytes),0,40Bytes,28595,128,6,0x52B0,192.168.219.100,192.168.219.182
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46421,64,6,0x474A,192.168.219.182,192.168.219.100
0x0800,[dc:a6:32:c3:2e:c1],[b0:7d:64:f8:a4:3a],IPv4,5DWORDS(20Bytes),16,1500Bytes,46425,64,6,0x4746,192.168.219.182,192.168.219.100
